id;site;resource;period;Aphaenogaster_gibbosa;Aphaenogaster_iberica;Camponotus_aethiops;Camponotus_foreli;Camponotus_piceus;Camponotus_pilicornis;Cataglyphis_iberica;Crematogaster_auberti;Formica_cunicularia;Formica_dusmeti;Formica_fusca;Formica_gerardi;Formica_rufibarbis;Goniomma_blanci;Iberoformica_subrufa;Lasius_piliferus;Messor_barbarus;Messor_bouvieri;Messor_capitatus;Myrmica_aloba;Myrmica_xavieri;Plagiolepis_pygmaea;Tapinoma_erraticum;Tapinoma_madeirense;Tapinoma_nigerrimum;Tetramorium_caespitum/impurum;Tetramorium_forte
568;Penalara;seed;9:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
569;Penalara;seed;9:00;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
570;Penalara;seed;9:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
571;Penalara;seed;15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
572;Penalara;seed;15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
573;Penalara;seed;15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
574;Penalara;seed;15:00;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
575;Penalara;seed;15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
576;Penalara;seed;21:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
577;Penalara;seed;21:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
578;Penalara;seed;21:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
579;Penalara;seed;21:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
580;Penalara;seed;21:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
